miRNet_id,miRBase_acc,miRNA_ID,TF_gene,TF_gene_entrez,TF_gene_embl,TF_action_type,PMID
miRNet-hsatf-651,MI0000098,hsa-mir-96,HDAC3,8841,ENSG00000171720,Repression,25742700
miRNet-hsatf-652,MI0000681,hsa-mir-155,HDAC4,9759,ENSG00000068024,Repression,24675724
miRNet-hsatf-653,MI0000482,hsa-mir-185,HDAC4,9759,ENSG00000068024,Repression,26747785
miRNet-hsatf-654,MI0000737,hsa-mir-200a,HDAC4,9759,ENSG00000068024,Activation,21837748
miRNet-hsatf-655,MI0000737,hsa-mir-200a,HDAC4,9759,ENSG00000068024,Repression,24830600
miRNet-hsatf-656,MI0000342,hsa-mir-200b,HDAC4,9759,ENSG00000068024,Repression,24830600
miRNet-hsatf-657,MI0000087,hsa-mir-29a,HDAC4,9759,ENSG00000068024,Repression(feedback),27196750
miRNet-hsatf-658,MI0000105,hsa-mir-29b-1,HDAC4,9759,ENSG00000068024,Repression(feedback),27196750
miRNet-hsatf-659,MI0000735,hsa-mir-29c,HDAC4,9759,ENSG00000068024,Activation(feedback),25612003
miRNet-hsatf-660,MI0000268,hsa-mir-34a,HDAC4,9759,ENSG00000068024,Repression,23658738
miRNet-hsatf-661,MI0001641,hsa-mir-429,HDAC4,9759,ENSG00000068024,Repression,24830600
miRNet-hsatf-662,MI0000071,hsa-mir-17,HES1,3280,ENSG00000114315,Activation,23998804
miRNet-hsatf-663,MI0000072,hsa-mir-18a,HES1,3280,ENSG00000114315,Activation,23998804
miRNet-hsatf-664,MI0000073,hsa-mir-19a,HES1,3280,ENSG00000114315,Activation,23998804
miRNet-hsatf-665,MI0000074,hsa-mir-19b-1,HES1,3280,ENSG00000114315,Activation,23998804
miRNet-hsatf-666,MI0000285,hsa-mir-205,HES1,3280,ENSG00000114315,Repression,24911147
miRNet-hsatf-667,MI0000076,hsa-mir-20a,HES1,3280,ENSG00000114315,Activation,23998804
miRNet-hsatf-668,MI0000093,hsa-mir-92a-1,HES1,3280,ENSG00000114315,Activation,23998804
miRNet-hsatf-669,MI0000805,hsa-mir-342,HES5,388585,ENSG00000197921,Repression,28344005
miRNet-hsatf-670,MI0000805,hsa-mir-342,HES5,388585,ENSG00000273529,Repression,28344005
miRNet-hsatf-671,MI0000300,hsa-mir-223,HEY1,23462,ENSG00000164683,Repression,26838552
miRNet-hsatf-672,MI0000066,hsa-let-7e,HIF1A,3091,ENSG00000100644,Activation,23426184
miRNet-hsatf-673,MI0000114,hsa-mir-107,HIF1A,3091,ENSG00000100644,Activation(feedback),23426184
miRNet-hsatf-674,MI0000471,hsa-mir-126,HIF1A,3091,ENSG00000100644,Activation,25200057
miRNet-hsatf-675,MI0000472,hsa-mir-127,HIF1A,3091,ENSG00000100644,Regulation,22962609
miRNet-hsatf-676,MI0003814,hsa-mir-1271,HIF1A,3091,ENSG00000100644,Activation,27783707
miRNet-hsatf-677,MI0006415,hsa-mir-1275,HIF1A,3091,ENSG00000100644,Activation,25129238
miRNet-hsatf-678,MI0000447,hsa-mir-128-1,HIF1A,3091,ENSG00000100644,Activation,26324126
miRNet-hsatf-679,MI0000448,hsa-mir-130a,HIF1A,3091,ENSG00000100644,Activation(feedback),27783707
miRNet-hsatf-680,MI0000459,hsa-mir-143,HIF1A,3091,ENSG00000100644,Activation,26311719
miRNet-hsatf-681,MI0000461,hsa-mir-145,HIF1A,3091,ENSG00000100644,Activation,25129238
miRNet-hsatf-682,MI0000461,hsa-mir-145,HIF1A,3091,ENSG00000100644,Activation,26196183
miRNet-hsatf-683,MI0000461,hsa-mir-145,HIF1A,3091,ENSG00000100644,Activation,26311719
miRNet-hsatf-684,MI0000477,hsa-mir-146a,HIF1A,3091,ENSG00000100644,Activation(feedback),26045293
miRNet-hsatf-685,MI0000477,hsa-mir-146a,HIF1A,3091,ENSG00000100644,Activation(feedback),27783707
miRNet-hsatf-686,MI0000681,hsa-mir-155,HIF1A,3091,ENSG00000100644,Activation(feedback),21807897
miRNet-hsatf-687,MI0000271,hsa-mir-181c,HIF1A,3091,ENSG00000100644,Activation,17194750
miRNet-hsatf-688,MI0000272,hsa-mir-182,HIF1A,3091,ENSG00000100644,Activation,26205124
miRNet-hsatf-689,MI0000272,hsa-mir-182,HIF1A,3091,ENSG00000100644,Activation,26309161
miRNet-hsatf-690,MI0000273,hsa-mir-183,HIF1A,3091,ENSG00000100644,Activation(feedback),26205124
miRNet-hsatf-691,MI0000273,hsa-mir-183,HIF1A,3091,ENSG00000100644,Activation(feedback),26309161
miRNet-hsatf-692,MI0000482,hsa-mir-185,HIF1A,3091,ENSG00000100644,Activation,24198204
miRNet-hsatf-693,MI0000465,hsa-mir-191,HIF1A,3091,ENSG00000100644,Activation,25119596
miRNet-hsatf-694,MI0000465,hsa-mir-191,HIF1A,3091,ENSG00000100644,Activation,25867965
miRNet-hsatf-695,MI0000487,hsa-mir-193a,HIF1A,3091,ENSG00000100644,Activation(feedback),25129238
miRNet-hsatf-696,MI0000242,hsa-mir-199a-1,HIF1A,3091,ENSG00000100644,Repression(feedback),24706848
miRNet-hsatf-697,MI0000281,hsa-mir-199a-2,HIF1A,3091,ENSG00000100644,Activation(feedback),24011070
miRNet-hsatf-698,MI0000281,hsa-mir-199a-2,HIF1A,3091,ENSG00000100644,Activation(feedback),25876995
miRNet-hsatf-699,MI0000284,hsa-mir-204,HIF1A,3091,ENSG00000100644,Activation,26350953
miRNet-hsatf-700,MI0000285,hsa-mir-205,HIF1A,3091,ENSG00000100644,Repression,23924028
miRNet-hsatf-701,MI0000285,hsa-mir-205,HIF1A,3091,ENSG00000100644,Repression,26183399
miRNet-hsatf-702,MI0000076,hsa-mir-20a,HIF1A,3091,ENSG00000100644,Repression,26165754
miRNet-hsatf-703,MI0000077,hsa-mir-21,HIF1A,3091,ENSG00000100644,Activation,24983504
miRNet-hsatf-704,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),17194750
miRNet-hsatf-705,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),18316553
miRNet-hsatf-706,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),20308562
miRNet-hsatf-707,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),21555452
miRNet-hsatf-708,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),22977270
miRNet-hsatf-709,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),23712003
miRNet-hsatf-710,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),24517586
miRNet-hsatf-711,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),24767210
miRNet-hsatf-712,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),25129238
miRNet-hsatf-713,MI0000286,hsa-mir-210,HIF1A,3091,ENSG00000100644,Activation(feedback),27783707
miRNet-hsatf-714,MI0000290,hsa-mir-214,HIF1A,3091,ENSG00000100644,Activation,24011070
miRNet-hsatf-715,MI0000290,hsa-mir-214,HIF1A,3091,ENSG00000100644,Activation,25876995
miRNet-hsatf-716,MI0000295,hsa-mir-218-2,HIF1A,3091,ENSG00000100644,Activation(feedback),24767210
miRNet-hsatf-717,MI0000301,hsa-mir-224,HIF1A,3091,ENSG00000100644,Activation,24767210
miRNet-hsatf-718,MI0000301,hsa-mir-224,HIF1A,3091,ENSG00000100644,Activation,28173803
miRNet-hsatf-719,MI0000079,hsa-mir-23a,HIF1A,3091,ENSG00000100644,Activation(feedback),24517586
miRNet-hsatf-720,MI0000439,hsa-mir-23b,HIF1A,3091,ENSG00000100644,Activation(feedback),25129238
miRNet-hsatf-721,MI0000081,hsa-mir-24-2,HIF1A,3091,ENSG00000100644,Activation,24517586
miRNet-hsatf-722,MI0000750,hsa-mir-26a-2,HIF1A,3091,ENSG00000100644,Activation,17194750
miRNet-hsatf-723,MI0000085,hsa-mir-27a,HIF1A,3091,ENSG00000100644,Activation(feedback),24517586
miRNet-hsatf-724,MI0000085,hsa-mir-27a,HIF1A,3091,ENSG00000100644,Activation(feedback),26292288
miRNet-hsatf-725,MI0000085,hsa-mir-27a,HIF1A,3091,ENSG00000100644,Activation(feedback),27783707
miRNet-hsatf-726,MI0000107,hsa-mir-29b-2,HIF1A,3091,ENSG00000100644,Activation(feedback),23467423
miRNet-hsatf-727,MI0000735,hsa-mir-29c,HIF1A,3091,ENSG00000100644,Activation(feedback),23467423
miRNet-hsatf-728,MI0000745,hsa-mir-301a,HIF1A,3091,ENSG00000100644,Activation,26460070
miRNet-hsatf-729,MI0000441,hsa-mir-30b,HIF1A,3091,ENSG00000100644,Activation,24517586
miRNet-hsatf-730,MI0000255,hsa-mir-30d,HIF1A,3091,ENSG00000100644,Activation,24517586
miRNet-hsatf-731,MI0000255,hsa-mir-30d,HIF1A,3091,ENSG00000100644,Activation,27783707
miRNet-hsatf-732,MI0014136,hsa-mir-3120,HIF1A,3091,ENSG00000100644,Activation,24011070
miRNet-hsatf-733,MI0000760,hsa-mir-361,HIF1A,3091,ENSG00000100644,Repression,23128854
miRNet-hsatf-734,MI0000780,hsa-mir-372,HIF1A,3091,ENSG00000100644,Activation,20154725
miRNet-hsatf-735,MI0000781,hsa-mir-373,HIF1A,3091,ENSG00000100644,Activation(feedback),20154725
miRNet-hsatf-736,MI0000776,hsa-mir-376c,HIF1A,3091,ENSG00000100644,Activation,25129238
miRNet-hsatf-737,MI0000790,hsa-mir-382,HIF1A,3091,ENSG00000100644,Activation,24914051
miRNet-hsatf-738,MI0001446,hsa-mir-424,HIF1A,3091,ENSG00000100644,Activation(feedback),20972335
miRNet-hsatf-739,MI0001641,hsa-mir-429,HIF1A,3091,ENSG00000100644,Activation(feedback),25550463
miRNet-hsatf-740,MI0001733,hsa-mir-452,HIF1A,3091,ENSG00000100644,Activation,24767210
miRNet-hsatf-741,MI0003820,hsa-mir-454,HIF1A,3091,ENSG00000100644,Activation,26460070
miRNet-hsatf-742,MI0003138,hsa-mir-497,HIF1A,3091,ENSG00000100644,Activation(feedback),25080009
miRNet-hsatf-743,MI0003615,hsa-mir-602,HIF1A,3091,ENSG00000100644,Activation,27783707
miRNet-hsatf-744,MI0000098,hsa-mir-96,HIF1A,3091,ENSG00000100644,Activation(feedback),26205124
miRNet-hsatf-745,MI0000098,hsa-mir-96,HIF1A,3091,ENSG00000100644,Activation(feedback),26309161
miRNet-hsatf-746,MI0000449,hsa-mir-132,HLF,3131,ENSG00000108924,Activation,27522003
miRNet-hsatf-747,MI0000739,hsa-mir-101-2,HMGA1,3159,ENSG00000137309,Activation,19169275
miRNet-hsatf-748,MI0000279,hsa-mir-196a-2,HMGA1,3159,ENSG00000137309,Activation(feedback),19169275
miRNet-hsatf-749,MI0000299,hsa-mir-222,HMGA1,3159,ENSG00000137309,Activation,21656127
miRNet-hsatf-750,MI0000087,hsa-mir-29a,HMGA1,3159,ENSG00000137309,Activation,19169275
miRNet-hsatf-751,MI0000812,hsa-mir-331,HMGA1,3159,ENSG00000137309,Activation,19169275
miRNet-hsatf-752,MI0000442,hsa-mir-122,HNF1A,6927,ENSG00000135100,Regulation,19617899
miRNet-hsatf-753,MI0000442,hsa-mir-122,HNF1A,6927,ENSG00000135100,Activation,20842632
miRNet-hsatf-754,MI0000234,hsa-mir-192,HNF1A,6927,ENSG00000135100,Activation,18492795
miRNet-hsatf-755,MI0000234,hsa-mir-192,HNF1A,6927,ENSG00000135100,Regulation,22264233
miRNet-hsatf-756,MI0000234,hsa-mir-192,HNF1A,6927,ENSG00000135100,Activation,28465351
miRNet-hsatf-757,MI0000732,hsa-mir-194-2,HNF1A,6927,ENSG00000135100,Activation,18492795
miRNet-hsatf-758,MI0000732,hsa-mir-194-2,HNF1A,6927,ENSG00000135100,Activation,26221053
miRNet-hsatf-759,MI0000739,hsa-mir-101-2,HNF4A,3172,ENSG00000101076,Activation,28217257
miRNet-hsatf-760,MI0014205,hsa-mir-1193,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-761,MI0006656,hsa-mir-1197,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-762,MI0000442,hsa-mir-122,HNF4A,3172,ENSG00000101076,Activation,20842632
miRNet-hsatf-763,MI0000442,hsa-mir-122,HNF4A,3172,ENSG00000101076,Activation,21241755
miRNet-hsatf-764,MI0000442,hsa-mir-122,HNF4A,3172,ENSG00000101076,Activation,25422324
miRNet-hsatf-765,MI0000443,hsa-mir-124-1,HNF4A,3172,ENSG00000101076,Activation,24752868
miRNet-hsatf-766,MI0000474,hsa-mir-134,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-767,MI0000479,hsa-mir-150,HNF4A,3172,ENSG00000101076,Activation,25435958
miRNet-hsatf-768,MI0000480,hsa-mir-154,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-769,MI0000272,hsa-mir-182,HNF4A,3172,ENSG00000101076,Activation,24335145
miRNet-hsatf-770,MI0000273,hsa-mir-183,HNF4A,3172,ENSG00000101076,Activation,24335145
miRNet-hsatf-771,MI0000234,hsa-mir-192,HNF4A,3172,ENSG00000101076,Activation,28217257
miRNet-hsatf-772,MI0000234,hsa-mir-192,HNF4A,3172,ENSG00000101076,Activation,28465351
miRNet-hsatf-773,MI0000732,hsa-mir-194-2,HNF4A,3172,ENSG00000101076,Activation,28217257
miRNet-hsatf-774,MI0000737,hsa-mir-200a,HNF4A,3172,ENSG00000101076,Activation,24766136
miRNet-hsatf-775,MI0000342,hsa-mir-200b,HNF4A,3172,ENSG00000101076,Activation,24766136
miRNet-hsatf-776,MI0000650,hsa-mir-200c,HNF4A,3172,ENSG00000101076,Activation,24766136
miRNet-hsatf-777,MI0000744,hsa-mir-299,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-778,MI0001725,hsa-mir-329-1,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-779,MI0001726,hsa-mir-329-2,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-780,MI0000268,hsa-mir-34a,HNF4A,3172,ENSG00000101076,Activation(feedback),24766136
miRNet-hsatf-781,MI0000777,hsa-mir-369,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-782,MI0000784,hsa-mir-376a-1,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-783,MI0002466,hsa-mir-376b,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-784,MI0000776,hsa-mir-376c,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-785,MI0000785,hsa-mir-377,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-786,MI0000787,hsa-mir-379,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-787,MI0000788,hsa-mir-380,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-788,MI0000789,hsa-mir-381,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-789,MI0000790,hsa-mir-382,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-790,MI0001735,hsa-mir-409,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-791,MI0002465,hsa-mir-410,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-792,MI0003675,hsa-mir-411,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-793,MI0002464,hsa-mir-412,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-794,MI0002469,hsa-mir-485,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-795,MI0002471,hsa-mir-487a,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-796,MI0003530,hsa-mir-487b,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-797,MI0003134,hsa-mir-494,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-798,MI0003135,hsa-mir-495,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-799,MI0003136,hsa-mir-496,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-800,MI0003514,hsa-mir-539,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-801,MI0005565,hsa-mir-543,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-802,MI0003676,hsa-mir-654,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-803,MI0003677,hsa-mir-655,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-804,MI0003678,hsa-mir-656,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-805,MI0003761,hsa-mir-668,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-806,MI0000264,hsa-mir-7-2,HNF4A,3172,ENSG00000101076,Activation,24752868
miRNet-hsatf-807,MI0003757,hsa-mir-758,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-808,MI0005540,hsa-mir-889,HNF4A,3172,ENSG00000101076,Activation,23775631
miRNet-hsatf-809,MI0000098,hsa-mir-96,HNF4A,3172,ENSG00000101076,Activation,24335145
miRNet-hsatf-810,MI0000064,hsa-let-7c,HOXA10,3206,ENSG00000253293,Activation,24736844
miRNet-hsatf-811,MI0000102,hsa-mir-100,HOXA10,3206,ENSG00000253293,Activation,24736844
miRNet-hsatf-812,MI0000446,hsa-mir-125b-1,HOXA10,3206,ENSG00000253293,Activation,24736844
miRNet-hsatf-813,MI0000470,hsa-mir-125b-2,HOXA10,3206,ENSG00000253293,Activation,24736844
miRNet-hsatf-814,MI0000101,hsa-mir-99a,HOXA10,3206,ENSG00000253293,Activation,24736844
miRNet-hsatf-815,MI0001150,hsa-mir-196b,HOXA9,3205,ENSG00000078399,Activation(feedback),24334453
miRNet-hsatf-816,MI0000077,hsa-mir-21,HOXA9,3205,ENSG00000078399,Activation(feedback),24334453
miRNet-hsatf-817,MI0000298,hsa-mir-221,HOXB7,3217,ENSG00000260027,Activation(feedback),23400877
miRNet-hsatf-818,MI0000299,hsa-mir-222,HOXB7,3217,ENSG00000260027,Activation(feedback),23400877
miRNet-hsatf-819,MI0000477,hsa-mir-146a,HOXD10,3236,ENSG00000128710,Repression(feedback),25010866
miRNet-hsatf-820,MI0000810,hsa-mir-135b,HSF1,3297,ENSG00000185122,Activation,25537516
miRNet-hsatf-821,MI0000810,hsa-mir-135b,HSF1,3297,ENSG00000284774,Activation,25537516
miRNet-hsatf-822,MI0003133,hsa-mir-432,HSF1,3297,ENSG00000185122,Activation,25280995
miRNet-hsatf-823,MI0003133,hsa-mir-432,HSF1,3297,ENSG00000284774,Activation,25280995
miRNet-hsatf-824,MI0000272,hsa-mir-182,HSF2,3298,ENSG00000025156,Activation,25394902
miRNet-hsatf-825,MI0000273,hsa-mir-183,HSF2,3298,ENSG00000025156,Activation,25394902
miRNet-hsatf-826,MI0000098,hsa-mir-96,HSF2,3298,ENSG00000025156,Activation,25394902
miRNet-hsatf-827,MI0000459,hsa-mir-143,IFNB1,3456,ENSG00000171855,Activation,20382746
miRNet-hsatf-828,MI0000461,hsa-mir-145,IFNB1,3456,ENSG00000171855,Activation(feedback),20382746
miRNet-hsatf-829,MI0000459,hsa-mir-143,IFNG,3458,ENSG00000111537,Activation,20382746
miRNet-hsatf-830,MI0000461,hsa-mir-145,IFNG,3458,ENSG00000111537,Activation,20382746
miRNet-hsatf-831,MI0000087,hsa-mir-29a,IL4,3565,ENSG00000113520,Repression,20201077
miRNet-hsatf-832,MI0000477,hsa-mir-146a,IL1B,3553,ENSG00000125538,Activation,19333945
miRNet-hsatf-833,MI0000077,hsa-mir-21,IL1B,3553,ENSG00000125538,Activation(feedback),23078795
miRNet-hsatf-834,MI0000272,hsa-mir-182,IL2,3558,ENSG00000109471,Activation,20935646
miRNet-hsatf-835,MI0000063,hsa-let-7b,IL6,3569,ENSG00000136244,Activation,21352471
miRNet-hsatf-836,MI0003129,hsa-mir-146b,IL6,3569,ENSG00000136244,Activation(feedback),24428800
miRNet-hsatf-837,MI0000253,hsa-mir-148a,IL6,3569,ENSG00000136244,Repression,20146264
miRNet-hsatf-838,MI0000462,hsa-mir-152,IL6,3569,ENSG00000136244,Repression,20146264
miRNet-hsatf-839,MI0000745,hsa-mir-301a,IL6,3569,ENSG00000136244,Repression,20146264
miRNet-hsatf-840,MI0005568,hsa-mir-301b,IL6,3569,ENSG00000136244,Repression,20146264
miRNet-hsatf-841,MI0000778,hsa-mir-370,IL6,3569,ENSG00000136244,Repression,23110045
miRNet-hsatf-842,MI0003148,hsa-mir-519c,IL6,3569,ENSG00000136244,Regulation,20233879
miRNet-hsatf-843,MI0000263,hsa-mir-7-1,ILF2,3608,ENSG00000143621,Repression(feedback),27519414
miRNet-hsatf-844,MI0003602,hsa-mir-590,ILF3,3609,ENSG00000129351,Repression(feedback),27735951
miRNet-hsatf-845,MI0000263,hsa-mir-7-1,ILF3,3609,ENSG00000129351,Repression(feedback),27519414
miRNet-hsatf-846,MI0000681,hsa-mir-155,IRF1,3659,ENSG00000125347,Repression,22170100
miRNet-hsatf-847,MI0000681,hsa-mir-155,IRF3,3661,ENSG00000126456,Activation,27530922
miRNet-hsatf-848,MI0003583,hsa-mir-576,IRF3,3661,ENSG00000126456,Activation,25232931
miRNet-hsatf-849,MI0000681,hsa-mir-155,IRF4,3662,ENSG00000137265,Activation(feedback),21680528
miRNet-hsatf-850,MI0000479,hsa-mir-150,ITGB3,3690,ENSG00000259207,Repression,23159943
miRNet-hsatf-851,MI0000459,hsa-mir-143,JAG1,182,ENSG00000101384,Activation,21685392
miRNet-hsatf-852,MI0000461,hsa-mir-145,JAG1,182,ENSG00000101384,Activation,21685392
miRNet-hsatf-853,MI0000738,hsa-mir-302a,JMJD1C,221037,ENSG00000171988,Activation,24318875
miRNet-hsatf-854,MI0000772,hsa-mir-302b,JMJD1C,221037,ENSG00000171988,Activation,24318875
miRNet-hsatf-855,MI0000773,hsa-mir-302c,JMJD1C,221037,ENSG00000171988,Activation,24318875
miRNet-hsatf-856,MI0000774,hsa-mir-302d,JMJD1C,221037,ENSG00000171988,Activation,24318875
miRNet-hsatf-857,MI0000775,hsa-mir-367,JMJD1C,221037,ENSG00000171988,Activation,24318875
miRNet-hsatf-858,MI0000734,hsa-mir-106b,JUN,3725,ENSG00000177606,Activation,24292682
miRNet-hsatf-859,MI0000472,hsa-mir-127,JUN,3725,ENSG00000177606,Repression,23762330
miRNet-hsatf-860,MI0000810,hsa-mir-135b,JUN,3725,ENSG00000177606,Activation,24631529
miRNet-hsatf-861,MI0000261,hsa-mir-139,JUN,3725,ENSG00000177606,Activation(feedback),25499265
miRNet-hsatf-862,MI0000457,hsa-mir-141,JUN,3725,ENSG00000177606,Repression,27550813
miRNet-hsatf-863,MI0000460,hsa-mir-144,JUN,3725,ENSG00000177606,Activation(feedback),23546882
miRNet-hsatf-864,MI0000477,hsa-mir-146a,JUN,3725,ENSG00000177606,Activation(feedback),26718614
miRNet-hsatf-865,MI0000481,hsa-mir-184,JUN,3725,ENSG00000177606,Repression,24157866
miRNet-hsatf-866,MI0000481,hsa-mir-184,JUN,3725,ENSG00000177606,Repression,24976536
miRNet-hsatf-867,MI0001518,hsa-mir-18b,JUN,3725,ENSG00000177606,Activation,23681229
miRNet-hsatf-868,MI0000737,hsa-mir-200a,JUN,3725,ENSG00000177606,Repression,27550813
miRNet-hsatf-869,MI0000342,hsa-mir-200b,JUN,3725,ENSG00000177606,Repression(feedback),27550813
miRNet-hsatf-870,MI0000650,hsa-mir-200c,JUN,3725,ENSG00000177606,Repression(feedback),27550813
miRNet-hsatf-871,MI0000077,hsa-mir-21,JUN,3725,ENSG00000177606,Activation(feedback),24606718
miRNet-hsatf-872,MI0000298,hsa-mir-221,JUN,3725,ENSG00000177606,Activation,21245048
miRNet-hsatf-873,MI0000298,hsa-mir-221,JUN,3725,ENSG00000177606,Activation,21706050
miRNet-hsatf-874,MI0000298,hsa-mir-221,JUN,3725,ENSG00000177606,Activation,24295494
miRNet-hsatf-875,MI0000299,hsa-mir-222,JUN,3725,ENSG00000177606,Activation,21245048
miRNet-hsatf-876,MI0000299,hsa-mir-222,JUN,3725,ENSG00000177606,Activation,21706050
miRNet-hsatf-877,MI0000299,hsa-mir-222,JUN,3725,ENSG00000177606,Activation,24295494
miRNet-hsatf-878,MI0000301,hsa-mir-224,JUN,3725,ENSG00000177606,Activation,26187928
miRNet-hsatf-879,MI0000079,hsa-mir-23a,JUN,3725,ENSG00000177606,Activation,23929433
miRNet-hsatf-880,MI0000439,hsa-mir-23b,JUN,3725,ENSG00000177606,Repression,23580553
miRNet-hsatf-881,MI0000082,hsa-mir-25,JUN,3725,ENSG00000177606,Activation,24292682
miRNet-hsatf-882,MI0000089,hsa-mir-31,JUN,3725,ENSG00000177606,Activation,27926494
miRNet-hsatf-883,MI0014232,hsa-mir-3188,JUN,3725,ENSG00000177606,Repression,27095304
miRNet-hsatf-884,MI0001641,hsa-mir-429,JUN,3725,ENSG00000177606,Repression(feedback),27550813
miRNet-hsatf-885,MI0003644,hsa-mir-630,JUN,3725,ENSG00000177606,Repression,26993767
miRNet-hsatf-886,MI0000095,hsa-mir-93,JUN,3725,ENSG00000177606,Activation(feedback),24292682
miRNet-hsatf-887,MI0000810,hsa-mir-135b,JUNB,3726,ENSG00000171223,Activation,24631529
miRNet-hsatf-888,MI0000681,hsa-mir-155,JUNB,3726,ENSG00000171223,Activation,18048365
miRNet-hsatf-889,MI0000105,hsa-mir-29b-1,JUND,3727,ENSG00000130522,Activation(feedback),25788572
miRNet-hsatf-890,MI0000457,hsa-mir-141,KAT2B,8850,ENSG00000114166,Repression,22384255
miRNet-hsatf-891,MI0000650,hsa-mir-200c,KAT2B,8850,ENSG00000114166,Repression,22384255
miRNet-hsatf-892,MI0000650,hsa-mir-200c,KDM1A,23028,ENSG00000004487,Repression,25791170
miRNet-hsatf-893,MI0003574,hsa-mir-568,KDM1A,23028,ENSG00000004487,Repression,25311085
miRNet-hsatf-894,MI0000063,hsa-let-7b,KDM2B,84678,ENSG00000089094,Repression(feedback),23001607
miRNet-hsatf-895,MI0000063,hsa-let-7b,KDM2B,84678,ENSG00000089094,Repression(feedback),25225797
miRNet-hsatf-896,MI0000268,hsa-mir-34a,KDM4A,9682,ENSG00000066135,Repression(feedback),24802408
miRNet-hsatf-897,MI0000066,hsa-let-7e,KDM5B,10765,ENSG00000117139,Repression,21969366
miRNet-hsatf-898,MI0000469,hsa-mir-125a,KDM5B,10765,ENSG00000117139,Repression,21969366
miRNet-hsatf-899,MI0000457,hsa-mir-141,KDM5B,10765,ENSG00000117139,Repression(feedback),23759590
miRNet-hsatf-900,MI0000737,hsa-mir-200a,KDM5B,10765,ENSG00000117139,Repression,23759590
miRNet-hsatf-901,MI0000342,hsa-mir-200b,KDM5B,10765,ENSG00000117139,Repression,23759590
miRNet-hsatf-902,MI0000650,hsa-mir-200c,KDM5B,10765,ENSG00000117139,Repression,23759590
miRNet-hsatf-903,MI0000089,hsa-mir-31,KDM5B,10765,ENSG00000117139,Repression,25927669
miRNet-hsatf-904,MI0001641,hsa-mir-429,KDM5B,10765,ENSG00000117139,Repression,23759590
miRNet-hsatf-905,MI0000746,hsa-mir-99b,KDM5B,10765,ENSG00000117139,Repression,21969366
miRNet-hsatf-906,MI0000063,hsa-let-7b,KHSRP,8570,ENSG00000088247,Regulation,22844247
miRNet-hsatf-907,MI0000064,hsa-let-7c,KHSRP,8570,ENSG00000088247,Regulation,22844247
