miRNet_id,miRBase_acc,miRNA_ID,Drug,CID,SMILES,Cell_line,PMID,miRNA_expression
mirnet-hsamol-0342,MIMAT0000070,hsa-mir-17-5p,Medroxyprogesterone acetate,4042;6279;16757699;69824606,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C;CC1CC2C(CC[C@@]3(C2CC[C@]3(C(=O)C)OC(=O)C)C)[C@]4(C1=CC(=O)CC4)C;CC1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C;C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,glandular epithelial cells,19088369,UP
mirnet-hsamol-0343,MIMAT0000070,hsa-mir-17-5p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-0344,MIMAT0000070,hsa-mir-17-5p,Proanthocyanin,,,WRL-68 Cells,22265967,UP
mirnet-hsamol-0345,MIMAT0000070,hsa-mir-17-5p,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,,20811155,
mirnet-hsamol-0346,MIMAT0000071,hsa-mir-17-3p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-0347,MIMAT0000071,hsa-mir-17-3p,Vorinostat,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,A549 human non-small cell lung cancer cells,19513533,DOWN
mirnet-hsamol-0348,MIMAT0000072,hsa-mir-18a-5p,Methylphenidate,4158;9280;154100;10657292;10945497,COC(=O)C(C1CCCCN1)C2=CC=CC=C2;COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl;COC(=O)C(C1CCCC[NH2+]1)C2=CC=CC=C2.[Cl-];COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2.Cl;COC(=O)[C@H]([C@@H]1CCCCN1)C2=CC=CC=C2,human neuroblastoma SH-SY5Y,21796641,DOWN
mirnet-hsamol-0349,MIMAT0000072,hsa-mir-18a-5p,Ibandronate,60852;5276538;23663991;23670359,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O;CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+];CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+];CCCCC[NH+](C)CCC(O)(P(=O)(O)O)P(=O)(O)O,Periodontal ligament stem cells (PDLSCs),21108928,UP
mirnet-hsamol-0350,MIMAT0000072,hsa-mir-18a-5p,Trastuzumab,,,HER2-positive breast cancer,22384020,DOWN
mirnet-hsamol-0351,MIMAT0000072,hsa-mir-18a-5p,Trastuzumab,,,BT474 cells,22384020,DOWN
mirnet-hsamol-0352,MIMAT0000072,hsa-mir-18a-5p,"N,N-dimethyltryptamine",6089,CN(C)CCC1=CNC2=CC=CC=C21,human neuroblastoma SH-SY5Y,21796641,DOWN
mirnet-hsamol-0353,MIMAT0000072,hsa-mir-18a-5p,Trastuzumab,,,HER2-positive breast cancer,22384020,DOWN
mirnet-hsamol-0354,MIMAT0000072,hsa-mir-18a-5p,Harmaline,3564,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,human neuroblastoma BE(2)-M17,21796641,DOWN
mirnet-hsamol-0355,MIMAT0000072,hsa-mir-18a-5p,Methadone,4095;14184,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2;CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,human neuroblastoma SH-SY5Y,21796641,DOWN
mirnet-hsamol-0356,MIMAT0000072,hsa-mir-18a-5p,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,HCT-8 colon cancer cell line,19956872,DOWN
mirnet-hsamol-0357,MIMAT0000072,hsa-mir-18a-5p,Harmaline,3564,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,human neuroblastoma SH-SY5Y,21796641,DOWN
mirnet-hsamol-0358,MIMAT0000072,hsa-mir-18a-5p,"1,2,6-Tri-O-galloyl-beta-D-glucopyranose",440308;3357644,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O;C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O,HepG2 hepatocarcinoma cells.,22506400,UP
mirnet-hsamol-0359,MIMAT0000072,hsa-mir-18a-5p,"1,2,6-Tri-O-galloyl-beta-D-glucopyranose",440308;3357644,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O;C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O,HepG2 hepatocarcinoma cells.,22506400,DOWN
mirnet-hsamol-0360,MIMAT0000072,hsa-mir-18a-5p,5-azacytidine,1805;9444;460485;57416895,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2C([C@H]([C@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,chronic myeloid leukemia (CML)K562 cell line,21176349,DOWN
mirnet-hsamol-0361,MIMAT0000072,hsa-mir-18a-5p,"5-methoxy-N,N-dimethyltryptamine",1832,CN(C)CCC1=CNC2=C1C=C(C=C2)OC,human neuroblastoma SH-SY5Y,21796641,DOWN
mirnet-hsamol-0362,MIMAT0000072,hsa-mir-18a-5p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-0363,MIMAT0000072,hsa-mir-18a-5p,Arsenic trioxide,14888,[O-2].[O-2].[O-2].[As+3].[As+3],acute promyelocytic leukemia,22072212,UP
mirnet-hsamol-0364,MIMAT0000072,hsa-mir-18a-5p,Aidi injection,,,human breast cancer cells,21563499,DOWN
mirnet-hsamol-0365,MIMAT0000072,hsa-mir-18a-5p,Ginsenoside Rh2,119307;14081290;51340243;54580480;71463895;91668381;91758817;121488026;129316844;133109137;146156468;156620273;170924292;171039423,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@@]2(C1C(C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@]2([C@H]1[C@H](CC3[C@]2(CCC4[C@@]3(CC[C@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)(C1CC[C@@]2(C1C(CC3[C@]2(CCC4[C@@]3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@]2([C@H]1[C@H](CC3[C@]2(CCC4[C@@]3(CC[C@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)(C1CC[C@@]2(C1C(CC3[C@]2(CCC4[C@@]3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@@H]1CC[C@@]2([C@@H]1[C@@H](CC3[C@@]2(CCC4[C@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@H]1CC[C@@]2(C1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C,human glioma cells U251,21372826,DOWN
mirnet-hsamol-0366,MIMAT0000072,hsa-mir-18a-5p,Desipramine,2995;65327,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31;CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,human neuroblastoma BE(2)-M17,21796641,UP
mirnet-hsamol-0367,MIMAT0000072,hsa-mir-18a-5p,Aidi injection,,,human breast cancer cells,21563499,DOWN
mirnet-hsamol-0368,MIMAT0000073,hsa-mir-19a-3p,5-azacytidine,1805;9444;460485;57416895,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2C([C@H]([C@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,chronic myeloid leukemia (CML)K562 cell line,21176349,DOWN
mirnet-hsamol-0369,MIMAT0000073,hsa-mir-19a-3p,Arsenic trioxide,14888,[O-2].[O-2].[O-2].[As+3].[As+3],bladder cancer cell line T24,20857258,DOWN
mirnet-hsamol-0370,MIMAT0000073,hsa-mir-19a-3p,Arsenic trioxide,14888,[O-2].[O-2].[O-2].[As+3].[As+3],acute promyelocytic leukemia,22072212,UP
mirnet-hsamol-0371,MIMAT0000073,hsa-mir-19a-3p,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,colon cancer cells,17702597,UP
mirnet-hsamol-0372,MIMAT0000073,hsa-mir-19a-3p,Activin A,,,Human embryonic stem (hES) cells,19885849,UP
mirnet-hsamol-0373,MIMAT0000073,hsa-mir-19a-3p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,Pancreatic Cancer  MiaPACA-2 cells,19407485,UP
mirnet-hsamol-0374,MIMAT0000073,hsa-mir-19a-3p,5-aza-2'-deoxycytidine and trichostatin A,,,Pancreatic Cancer  MiaPACA-2 cells,19407485,UP
mirnet-hsamol-0375,MIMAT0000073,hsa-mir-19a-3p,Arsenic trioxide,14888,[O-2].[O-2].[O-2].[As+3].[As+3],bladder cancer cell line T24,20857258,DOWN
mirnet-hsamol-0376,MIMAT0000073,hsa-mir-19a-3p,"1,2,6-Tri-O-galloyl-beta-D-glucopyranose",440308;3357644,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O;C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O,HepG2 hepatocarcinoma cells.,22506400,DOWN
mirnet-hsamol-0377,MIMAT0000073,hsa-mir-19a-3p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-0378,MIMAT0000073,hsa-mir-19a-3p,Histone deacetylase inhibitor ITF2357,,,multiple myeloma,19713220,DOWN
mirnet-hsamol-0379,MIMAT0000073,hsa-mir-19a-3p,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,Pancreatic Cancer  MiaPACA-2 cells,19407485,UP
mirnet-hsamol-0380,MIMAT0000073,hsa-mir-19a-3p,Vitamin D3,2735;6221;5280795;5283711;5353527;6432644;25127095,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C;CC(C)CCCC(C)C1CCC\2C1(CCC/C2=C\C=C\3/CC(CCC3=C)O)C;CC(C)CCCC(C)C1CCC\2C1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C/C=C\3/C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,Plasma,22594500,DOWN
mirnet-hsamol-0381,MIMAT0000073,hsa-mir-19a-3p,Hydroxamic acid HDACi LAQ824,,,breast cancer cell line SKBr3,16452179,DOWN
mirnet-hsamol-0382,MIMAT0000073,hsa-mir-19a-3p,Ibandronate,60852;5276538;23663991;23670359,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O;CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+];CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+];CCCCC[NH+](C)CCC(O)(P(=O)(O)O)P(=O)(O)O,Periodontal ligament stem cells (PDLSCs),21108928,DOWN
mirnet-hsamol-0383,MIMAT0000073,hsa-mir-19a-3p,Curcumin,2889;969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O;COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,BxPC-3 human pancreatic carcinoma cell line,18347134,DOWN
mirnet-hsamol-0384,MIMAT0000074,hsa-mir-19b-3p,Glucocorticoid,,,acute lymphoblastic leukemia,19148136,UP
mirnet-hsamol-0385,MIMAT0000074,hsa-mir-19b-3p,Bisphenol A,6623;90472135;92043868;101116266,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;[2H]C1=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[2H])[2H])O)[2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])[2H])[2H])O)[2H];[2H]C1=CC(=CC(=C1C(C)(C)C2=C(C=C(C=C2[2H])O)[2H])[2H])O;[2H]C1=CC(=CC(=C1O)[2H])C(C)(C)C2=CC(=C(C(=C2)[2H])O)[2H],immortalized cytotrophoblast cell lines HTR-8,20417706,UP
mirnet-hsamol-0386,MIMAT0000074,hsa-mir-19b-3p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-0387,MIMAT0000074,hsa-mir-19b-3p,Progesterone,5994;1807214;6603959;12303982;12303990;163196495,CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)[13CH2]C[C@]34C)C,Breast cancer,22330642,DOWN
mirnet-hsamol-0388,MIMAT0000074,hsa-mir-19b-3p,"1,2,6-Tri-O-galloyl-beta-D-glucopyranose",440308;3357644,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O;C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O,HepG2 hepatocarcinoma cells.,22506400,DOWN
mirnet-hsamol-0389,MIMAT0000074,hsa-mir-19b-3p,Activin A,,,Human embryonic stem (hES) cells,19885849,DOWN
mirnet-hsamol-0390,MIMAT0000074,hsa-mir-19b-3p,Hydroxamic acid HDACi LAQ824,,,breast cancer cell line SKBr3,16452179,DOWN
mirnet-hsamol-0391,MIMAT0000074,hsa-mir-19b-3p,6-hydroxydopamine,4624;176170;6920153,C1=C(C(=CC(=C1O)O)O)CCN;C1=C(C(=CC(=C1O)O)O)CCN.Br;C1=C(C(=CC(=C1O)O)O)CC[NH3+],MN9D cells,23846856,UP
mirnet-hsamol-0392,MIMAT0000074,hsa-mir-19b-3p,Histone deacetylase inhibitor ITF2357,,,multiple myeloma,19713220,DOWN
mirnet-hsamol-0393,MIMAT0000074,hsa-mir-19b-3p,6-hydroxydopamine,4624;176170;6920153,C1=C(C(=CC(=C1O)O)O)CCN;C1=C(C(=CC(=C1O)O)O)CCN.Br;C1=C(C(=CC(=C1O)O)O)CC[NH3+],MN9D cells,23846856,UP
mirnet-hsamol-0394,MIMAT0000074,hsa-mir-19b-3p,5-azacytidine,1805;9444;460485;57416895,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2C([C@H]([C@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,chronic myeloid leukemia (CML)K562 cell line,21176349,DOWN
mirnet-hsamol-0395,MIMAT0000075,hsa-mir-20a-5p,Progesterone,5994;1807214;6603959;12303982;12303990;163196495,CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)[13CH2]C[C@]34C)C,Breast cancer,22330642,DOWN
mirnet-hsamol-0396,MIMAT0000075,hsa-mir-20a-5p,Oltipraz,47318,CC1=C(SSC1=S)C2=NC=CN=C2,Colon cancer,22223846,UP
mirnet-hsamol-0397,MIMAT0000075,hsa-mir-20a-5p,Hydroxamic acid HDACi LAQ824,,,breast cancer cell line SKBr3,16452179,DOWN
mirnet-hsamol-0398,MIMAT0000075,hsa-mir-20a-5p,Diethylstilbestrol,3054;448537;688057,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CC/C(=C(\CC)/C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,mammosphere-derived epithelial cells (MDEC),19549897,DOWN
mirnet-hsamol-0399,MIMAT0000075,hsa-mir-20a-5p,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,colon cancer cells,17702597,UP
mirnet-hsamol-0400,MIMAT0000075,hsa-mir-20a-5p,Marine fungal metabolite 1386A,,,MCF-7 breast cancer cells.,22159329,UP
mirnet-hsamol-0401,MIMAT0000075,hsa-mir-20a-5p,Cocaine,446220;6432481,CN1C2CCC1[C@@H]([C@@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC;CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,monocyte derived dendritic cells,24391808,DOWN
mirnet-hsamol-0402,MIMAT0000075,hsa-mir-20a-5p,Curcumin,2889;969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O;COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,BxPC-3 human pancreatic carcinoma cell line,18347134,DOWN
mirnet-hsamol-0403,MIMAT0000075,hsa-mir-20a-5p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-0404,MIMAT0000075,hsa-mir-20a-5p,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,HCT-8 colon cancer cell line,19956872,DOWN
mirnet-hsamol-0405,MIMAT0000075,hsa-mir-20a-5p,Bisphenol A,6623;90472135;92043868;101116266,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;[2H]C1=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[2H])[2H])O)[2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])[2H])[2H])O)[2H];[2H]C1=CC(=CC(=C1C(C)(C)C2=C(C=C(C=C2[2H])O)[2H])[2H])O;[2H]C1=CC(=CC(=C1O)[2H])C(C)(C)C2=CC(=C(C(=C2)[2H])O)[2H],immortalized cytotrophoblast cell lines HTR-8,20417706,UP
mirnet-hsamol-0406,MIMAT0000075,hsa-mir-20a-5p,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,Pancreatic Cancer PANC-1  cells,19407485,UP
mirnet-hsamol-0407,MIMAT0000075,hsa-mir-20a-5p,5-azacytidine,1805;9444;460485;57416895,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2C([C@H]([C@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,chronic myeloid leukemia (CML)K562 cell line,21176349,DOWN
mirnet-hsamol-0408,MIMAT0000075,hsa-mir-20a-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,Pancreatic Cancer PANC-1  cells,19407485,UP
mirnet-hsamol-0409,MIMAT0000075,hsa-mir-20a-5p,5-aza-2'-deoxycytidine and trichostatin A,,,Pancreatic Cancer PANC-1  cells,19407485,UP
mirnet-hsamol-0410,MIMAT0000075,hsa-mir-20a-5p,"Testosterone and 1,25-Dihydroxyvitamin D3",,,prostate cancer,21592394,DOWN
mirnet-hsamol-0411,MIMAT0000076,hsa-mir-21-5p,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,MCF-7 breast cancer cells,21506117,DOWN
mirnet-hsamol-0412,MIMAT0000076,hsa-mir-21-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer SKBR3,22076154,DOWN
