miRNet_ID,miRBase_acc,miRNA_ID,snc_gene,snc_entrez,snc_embl
miRNet-snc-2790,MIMAT0000087,hsa-mir-30a-5p,RNY3P11,106481713,ENSG00000201023
miRNet-snc-2791,MIMAT0000087,hsa-mir-30a-5p,RNY3,6085,ENSG00000202354
miRNet-snc-2792,MIMAT0000087,hsa-mir-30a-5p,RNY3P14,106480316,ENSG00000207036
miRNet-snc-2793,MIMAT0000087,hsa-mir-30a-5p,RNY3P9,100862672,ENSG00000207458
miRNet-snc-2794,MIMAT0000087,hsa-mir-30a-5p,RNY3P2,100862668,ENSG00000199788
miRNet-snc-2795,MIMAT0000087,hsa-mir-30a-5p,RNY3P6,100873810,ENSG00000212197
miRNet-snc-2796,MIMAT0000087,hsa-mir-30a-5p,SNORA24B,109617003,ENSG00000206903
miRNet-snc-2797,MIMAT0000087,hsa-mir-30a-5p,SNORA71B,26776,ENSG00000235408
miRNet-snc-2798,MIMAT0000087,hsa-mir-30a-5p,SNORA11,677799,ENSG00000221716
miRNet-snc-2799,MIMAT0000420,hsa-mir-30b-5p,RNU6-566P,106481903,ENSG00000252599
miRNet-snc-2800,MIMAT0000420,hsa-mir-30b-5p,RNY3P1,106478984,ENSG00000201955
miRNet-snc-2801,MIMAT0000420,hsa-mir-30b-5p,RNY3P15,107178919,ENSG00000252106
miRNet-snc-2802,MIMAT0000420,hsa-mir-30b-5p,RNY3P11,106481713,ENSG00000201023
miRNet-snc-2803,MIMAT0000420,hsa-mir-30b-5p,RNY3,6085,ENSG00000202354
miRNet-snc-2804,MIMAT0000420,hsa-mir-30b-5p,RNY3P14,106480316,ENSG00000207036
miRNet-snc-2805,MIMAT0000420,hsa-mir-30b-5p,RNY3P9,100862672,ENSG00000207458
miRNet-snc-2806,MIMAT0000420,hsa-mir-30b-5p,RNY3P2,100862668,ENSG00000199788
miRNet-snc-2807,MIMAT0000420,hsa-mir-30b-5p,RNY3P6,100873810,ENSG00000212197
miRNet-snc-2808,MIMAT0000420,hsa-mir-30b-5p,SNORA24B,109617003,ENSG00000206903
miRNet-snc-2809,MIMAT0000420,hsa-mir-30b-5p,SNORA71B,26776,ENSG00000235408
miRNet-snc-2810,MIMAT0000420,hsa-mir-30b-5p,SNORA11,677799,ENSG00000221716
miRNet-snc-2811,MIMAT0000244,hsa-mir-30c-5p,RNU6-566P,106481903,ENSG00000252599
miRNet-snc-2812,MIMAT0000244,hsa-mir-30c-5p,RNY3P1,106478984,ENSG00000201955
miRNet-snc-2813,MIMAT0000244,hsa-mir-30c-5p,RNY3P15,107178919,ENSG00000252106
miRNet-snc-2814,MIMAT0000244,hsa-mir-30c-5p,RNY3P11,106481713,ENSG00000201023
miRNet-snc-2815,MIMAT0000244,hsa-mir-30c-5p,RNY3,6085,ENSG00000202354
miRNet-snc-2816,MIMAT0000244,hsa-mir-30c-5p,RNY3P14,106480316,ENSG00000207036
miRNet-snc-2817,MIMAT0000244,hsa-mir-30c-5p,RNY3P9,100862672,ENSG00000207458
miRNet-snc-2818,MIMAT0000244,hsa-mir-30c-5p,RNY3P2,100862668,ENSG00000199788
miRNet-snc-2819,MIMAT0000244,hsa-mir-30c-5p,RNY3P6,100873810,ENSG00000212197
miRNet-snc-2820,MIMAT0000244,hsa-mir-30c-5p,SNORA24B,109617003,ENSG00000206903
miRNet-snc-2821,MIMAT0000244,hsa-mir-30c-5p,SNORA71B,26776,ENSG00000235408
miRNet-snc-2822,MIMAT0000244,hsa-mir-30c-5p,SNORA11,677799,ENSG00000221716
miRNet-snc-2823,MIMAT0000245,hsa-mir-30d-5p,RNU6-566P,106481903,ENSG00000252599
miRNet-snc-2824,MIMAT0000245,hsa-mir-30d-5p,RNY3P1,106478984,ENSG00000201955
miRNet-snc-2825,MIMAT0000245,hsa-mir-30d-5p,RNY3P15,107178919,ENSG00000252106
miRNet-snc-2826,MIMAT0000245,hsa-mir-30d-5p,RNY3P11,106481713,ENSG00000201023
miRNet-snc-2827,MIMAT0000245,hsa-mir-30d-5p,RNY3,6085,ENSG00000202354
miRNet-snc-2828,MIMAT0000245,hsa-mir-30d-5p,RNY3P14,106480316,ENSG00000207036
miRNet-snc-2829,MIMAT0000245,hsa-mir-30d-5p,RNY3P9,100862672,ENSG00000207458
miRNet-snc-2830,MIMAT0000245,hsa-mir-30d-5p,RNY3P2,100862668,ENSG00000199788
miRNet-snc-2831,MIMAT0000245,hsa-mir-30d-5p,RNY3P6,100873810,ENSG00000212197
miRNet-snc-2832,MIMAT0000245,hsa-mir-30d-5p,SNORA24B,109617003,ENSG00000206903
miRNet-snc-2833,MIMAT0000245,hsa-mir-30d-5p,SNORA71B,26776,ENSG00000235408
miRNet-snc-2834,MIMAT0000245,hsa-mir-30d-5p,SNORA11,677799,ENSG00000221716
miRNet-snc-2835,MIMAT0000692,hsa-mir-30e-5p,RNU6-566P,106481903,ENSG00000252599
miRNet-snc-2836,MIMAT0000692,hsa-mir-30e-5p,RNY3P1,106478984,ENSG00000201955
miRNet-snc-2837,MIMAT0000692,hsa-mir-30e-5p,RNY3P15,107178919,ENSG00000252106
miRNet-snc-2838,MIMAT0000692,hsa-mir-30e-5p,RNY3P11,106481713,ENSG00000201023
miRNet-snc-2839,MIMAT0000692,hsa-mir-30e-5p,RNY3,6085,ENSG00000202354
miRNet-snc-2840,MIMAT0000692,hsa-mir-30e-5p,RNY3P14,106480316,ENSG00000207036
miRNet-snc-2841,MIMAT0000692,hsa-mir-30e-5p,RNY3P9,100862672,ENSG00000207458
miRNet-snc-2842,MIMAT0000692,hsa-mir-30e-5p,RNY3P2,100862668,ENSG00000199788
miRNet-snc-2843,MIMAT0000692,hsa-mir-30e-5p,RNY3P6,100873810,ENSG00000212197
miRNet-snc-2844,MIMAT0000692,hsa-mir-30e-5p,SNORA24B,109617003,ENSG00000206903
miRNet-snc-2845,MIMAT0000692,hsa-mir-30e-5p,SNORA71B,26776,ENSG00000235408
miRNet-snc-2846,MIMAT0000692,hsa-mir-30e-5p,SNORA11,677799,ENSG00000221716
miRNet-snc-2847,MIMAT0000089,hsa-mir-31-5p,RNU5F-1,26828,ENSG00000199377
miRNet-snc-2848,MIMAT0000089,hsa-mir-31-5p,RN7SL265P,106479318,ENSG00000241709
miRNet-snc-2849,MIMAT0000089,hsa-mir-31-5p,RNA5SP288,100873541,ENSG00000251884
miRNet-snc-2850,MIMAT0000089,hsa-mir-31-5p,RNY1P2,100862666,ENSG00000201690
miRNet-snc-2851,MIMAT0000089,hsa-mir-31-5p,SNORA30,677813,ENSG00000206755
miRNet-snc-2852,MIMAT0000089,hsa-mir-31-5p,RN7SL732P,106481122,ENSG00000264618
miRNet-snc-2853,MIMAT0000089,hsa-mir-31-5p,RNA5SP513,100873564,ENSG00000201518
miRNet-snc-2854,MIMAT0014980,hsa-mir-3118,SNORD11B,100113392,ENSG00000271852
miRNet-snc-2855,MIMAT0014980,hsa-mir-3118,SNORA3A,619562,ENSG00000200983
miRNet-snc-2856,MIMAT0014980,hsa-mir-3118,RN7SL796P,107080653,ENSG00000239898
miRNet-snc-2857,MIMAT0014980,hsa-mir-3118,SCARNA14,692149,ENSG00000252712
miRNet-snc-2858,MIMAT0014983,hsa-mir-3121-3p,RNU2-9P,106481636,ENSG00000222126
miRNet-snc-2859,MIMAT0014983,hsa-mir-3121-3p,SNORD11,692058,ENSG00000238317
miRNet-snc-2860,MIMAT0014983,hsa-mir-3121-3p,RN7SKP296,106481823,ENSG00000223117
miRNet-snc-2861,MIMAT0014983,hsa-mir-3121-3p,RN7SKP62,106480460,ENSG00000207269
miRNet-snc-2862,MIMAT0014983,hsa-mir-3121-3p,RN7SKP268,106479215,ENSG00000223039
miRNet-snc-2863,MIMAT0014983,hsa-mir-3121-3p,RNA5SP225,100873484,ENSG00000222806
miRNet-snc-2864,MIMAT0014983,hsa-mir-3121-3p,RN7SKP143,106479158,ENSG00000222451
miRNet-snc-2865,MIMAT0014989,hsa-mir-3126-5p,RN7SKP16,106480837,ENSG00000222112
miRNet-snc-2866,MIMAT0014989,hsa-mir-3126-5p,RN7SKP291,106480922,ENSG00000199831
miRNet-snc-2867,MIMAT0014989,hsa-mir-3126-5p,RN7SKP229,106480904,ENSG00000222397
miRNet-snc-2868,MIMAT0014989,hsa-mir-3126-5p,RN7SKP165,106480367,ENSG00000223282
miRNet-snc-2869,MIMAT0014989,hsa-mir-3126-5p,RN7SKP119,106481749,ENSG00000222685
miRNet-snc-2870,MIMAT0014989,hsa-mir-3126-5p,RN7SKP203,106479185,ENSG00000200488
miRNet-snc-2871,MIMAT0014989,hsa-mir-3126-5p,RN7SKP102,106481810,ENSG00000223118
miRNet-snc-2872,MIMAT0014989,hsa-mir-3126-5p,RN7SKP93,106479136,ENSG00000200708
miRNet-snc-2873,MIMAT0014989,hsa-mir-3126-5p,RN7SKP281,106480369,ENSG00000222404
miRNet-snc-2874,MIMAT0014989,hsa-mir-3126-5p,RN7SKP213,106480899,ENSG00000222678
miRNet-snc-2875,MIMAT0014989,hsa-mir-3126-5p,SCARNA6,677772,ENSG00000251791
miRNet-snc-2876,MIMAT0014989,hsa-mir-3126-5p,RN7SKP144,106479159,ENSG00000223040
miRNet-snc-2877,MIMAT0014989,hsa-mir-3126-5p,RN7SKP45,106479115,ENSG00000200379
miRNet-snc-2878,MIMAT0014989,hsa-mir-3126-5p,RN7SKP292,106479225,ENSG00000202392
miRNet-snc-2879,MIMAT0014989,hsa-mir-3126-5p,RN7SKP36,106480458,ENSG00000200867
miRNet-snc-2880,MIMAT0014989,hsa-mir-3126-5p,RN7SKP30,106479108,ENSG00000223305
miRNet-snc-2881,MIMAT0014989,hsa-mir-3126-5p,RN7SKP28,106479107,ENSG00000201640
miRNet-snc-2882,MIMAT0014989,hsa-mir-3126-5p,RN7SKP237,106479200,ENSG00000201533
miRNet-snc-2883,MIMAT0014989,hsa-mir-3126-5p,RN7SKP79,106480857,ENSG00000200243
miRNet-snc-2884,MIMAT0014989,hsa-mir-3126-5p,RN7SKP133,106481812,ENSG00000201715
miRNet-snc-2885,MIMAT0014989,hsa-mir-3126-5p,RN7SKP117,106479147,ENSG00000222107
miRNet-snc-2886,MIMAT0014989,hsa-mir-3126-5p,RN7SKP246,106479204,ENSG00000201423
miRNet-snc-2887,MIMAT0014989,hsa-mir-3126-5p,RN7SKP148,106480467,ENSG00000222111
miRNet-snc-2888,MIMAT0014989,hsa-mir-3126-5p,RN7SKP150,106480880,ENSG00000222448
miRNet-snc-2889,MIMAT0014989,hsa-mir-3126-5p,RN7SKP204,106480896,ENSG00000202351
miRNet-snc-2890,MIMAT0014989,hsa-mir-3126-5p,RN7SK,125050,ENSG00000283293
miRNet-snc-2891,MIMAT0014989,hsa-mir-3126-5p,RN7SKP211,106479189,ENSG00000200198
miRNet-snc-2892,MIMAT0014989,hsa-mir-3126-5p,RN7SKP245,106480909,ENSG00000200895
miRNet-snc-2893,MIMAT0014989,hsa-mir-3126-5p,RN7SKP268,106479215,ENSG00000223039
miRNet-snc-2894,MIMAT0014989,hsa-mir-3126-5p,RN7SKP130,106480873,ENSG00000201794
miRNet-snc-2895,MIMAT0014989,hsa-mir-3126-5p,RN7SKP198,106479183,ENSG00000238324
miRNet-snc-2896,MIMAT0014989,hsa-mir-3126-5p,RN7SKP86,106480859,ENSG00000222386
miRNet-snc-2897,MIMAT0014989,hsa-mir-3126-5p,RN7SKP294,106479226,ENSG00000199640
miRNet-snc-2898,MIMAT0014989,hsa-mir-3126-5p,RN7SKP114,106480868,ENSG00000222259
miRNet-snc-2899,MIMAT0014989,hsa-mir-3126-5p,RN7SKP87,106479133,ENSG00000200966
miRNet-snc-2900,MIMAT0014989,hsa-mir-3126-5p,RN7SKP78,106479129,ENSG00000201581
miRNet-snc-2901,MIMAT0014989,hsa-mir-3126-5p,RN7SKP143,106479158,ENSG00000222451
miRNet-snc-2902,MIMAT0014989,hsa-mir-3126-5p,RN7SKP50,106480459,ENSG00000201564
miRNet-snc-2903,MIMAT0014989,hsa-mir-3126-5p,RN7SKP151,106479162,ENSG00000222162
miRNet-snc-2904,MIMAT0014989,hsa-mir-3126-5p,RN7SKP115,106479146,ENSG00000200047
miRNet-snc-2905,MIMAT0014989,hsa-mir-3126-5p,RN7SKP273,106481821,ENSG00000223324
miRNet-snc-2906,MIMAT0014989,hsa-mir-3126-5p,RN7SKP134,106479154,ENSG00000200830
miRNet-snc-2907,MIMAT0014989,hsa-mir-3126-5p,RN7SKP15,106480456,ENSG00000201612
miRNet-snc-2908,MIMAT0014989,hsa-mir-3126-5p,RN7SKP166,106481814,ENSG00000222744
miRNet-snc-2909,MIMAT0014989,hsa-mir-3126-5p,RN7SKP250,106479206,ENSG00000200794
miRNet-snc-2910,MIMAT0014989,hsa-mir-3126-5p,RN7SKP71,106479126,ENSG00000201428
miRNet-snc-2911,MIMAT0014989,hsa-mir-3126-5p,RN7SKP1,100873845,ENSG00000202395
miRNet-snc-2912,MIMAT0014989,hsa-mir-3126-5p,RN7SKP7,100873851,ENSG00000222472
miRNet-snc-2913,MIMAT0014989,hsa-mir-3126-5p,RN7SKP9,100873853,ENSG00000201793
miRNet-snc-2914,MIMAT0014989,hsa-mir-3126-5p,RN7SKP10,100873873,ENSG00000201161
miRNet-snc-2915,MIMAT0014989,hsa-mir-3126-5p,RN7SKP257,106479210,ENSG00000201395
miRNet-snc-2916,MIMAT0014989,hsa-mir-3126-5p,SNORD127,100113389,ENSG00000239043
miRNet-snc-2917,MIMAT0014989,hsa-mir-3126-5p,RN7SKP107,106480464,ENSG00000201027
miRNet-snc-2918,MIMAT0014989,hsa-mir-3126-5p,RN7SKP255,106479209,ENSG00000200312
miRNet-snc-2919,MIMAT0014989,hsa-mir-3126-5p,RN7SKP217,106479191,ENSG00000201510
miRNet-snc-2920,MIMAT0014989,hsa-mir-3126-5p,RN7SKP254,106481820,ENSG00000222617
miRNet-snc-2921,MIMAT0014989,hsa-mir-3126-5p,RN7SKP118,106633802,ENSG00000201201
miRNet-snc-2922,MIMAT0014989,hsa-mir-3126-5p,RN7SKP94,106480365,ENSG00000222976
miRNet-snc-2923,MIMAT0014989,hsa-mir-3126-5p,RN7SKP180,106480888,ENSG00000200783
miRNet-snc-2924,MIMAT0014989,hsa-mir-3126-5p,RN7SKP146,106479160,ENSG00000222174
miRNet-snc-2925,MIMAT0014989,hsa-mir-3126-5p,RN7SKP72,106481748,ENSG00000199197
miRNet-snc-2926,MIMAT0014989,hsa-mir-3126-5p,RN7SKP185,106479178,ENSG00000199683
miRNet-snc-2927,MIMAT0014989,hsa-mir-3126-5p,RN7SKP100,106479139,ENSG00000223190
miRNet-snc-2928,MIMAT0014989,hsa-mir-3126-5p,RN7SKP33,106480843,ENSG00000222874
miRNet-snc-2929,MIMAT0014989,hsa-mir-3126-5p,RN7SKP184,106480470,ENSG00000199218
miRNet-snc-2930,MIMAT0014989,hsa-mir-3126-5p,RN7SKP131,106479153,ENSG00000199876
miRNet-snc-2931,MIMAT0014989,hsa-mir-3126-5p,RN7SKP63,106479123,ENSG00000200057
miRNet-snc-2932,MIMAT0014989,hsa-mir-3126-5p,RN7SKP221,106480474,ENSG00000222352
miRNet-snc-2933,MIMAT0014989,hsa-mir-3126-5p,RN7SKP214,106480473,ENSG00000201078
miRNet-snc-2934,MIMAT0014989,hsa-mir-3126-5p,RN7SKP80,106479130,ENSG00000202058
miRNet-snc-2935,MIMAT0014989,hsa-mir-3126-5p,RN7SKP20,106479104,ENSG00000199622
miRNet-snc-2936,MIMAT0014990,hsa-mir-3127-5p,RNA5SP134,106480756,ENSG00000252301
miRNet-snc-2937,MIMAT0014990,hsa-mir-3127-5p,RNA5SP358,100873617,ENSG00000199843
miRNet-snc-2938,MIMAT0014990,hsa-mir-3127-5p,SNORA2C,677815,ENSG00000221491
miRNet-snc-2939,MIMAT0014990,hsa-mir-3127-5p,SNORA2A,677793,ENSG00000206612
miRNet-snc-2940,MIMAT0014990,hsa-mir-3127-5p,SNORA2B,677794,ENSG00000207313
miRNet-snc-2941,MIMAT0014990,hsa-mir-3127-5p,RN7SL784P,106481134,ENSG00000264113
miRNet-snc-2942,MIMAT0014990,hsa-mir-3127-5p,SNORD105B,100113382,ENSG00000238531
miRNet-snc-2943,MIMAT0014990,hsa-mir-3127-5p,SNORA80A,677846,ENSG00000200792
miRNet-snc-2944,MIMAT0014992,hsa-mir-3129-5p,RNU4ATAC4P,106479539,ENSG00000252116
miRNet-snc-2945,MIMAT0014992,hsa-mir-3129-5p,SNORA66,26782,ENSG00000207523
miRNet-snc-2946,MIMAT0014992,hsa-mir-3129-5p,RNY1P13,106480310,ENSG00000201900
miRNet-snc-2947,MIMAT0014992,hsa-mir-3129-5p,RNY1P12,106480309,ENSG00000201121
miRNet-snc-2948,MIMAT0014992,hsa-mir-3129-5p,RNY3P15,107178919,ENSG00000252106
miRNet-snc-2949,MIMAT0014992,hsa-mir-3129-5p,RNU4ATAC18P,106481866,ENSG00000251988
miRNet-snc-2950,MIMAT0014992,hsa-mir-3129-5p,RNY1,6084,ENSG00000201098
miRNet-snc-2951,MIMAT0014992,hsa-mir-3129-5p,RNA5SP270,100873523,ENSG00000223293
miRNet-snc-2952,MIMAT0014992,hsa-mir-3129-5p,RNU4ATAC15P,106479544,ENSG00000252224
miRNet-snc-2953,MIMAT0014992,hsa-mir-3129-5p,RNU4ATAC5P,106481156,ENSG00000253035
miRNet-snc-2954,MIMAT0014992,hsa-mir-3129-5p,RNU4ATAC16P,106481160,ENSG00000221439
miRNet-snc-2955,MIMAT0014992,hsa-mir-3129-5p,RNY1P16,106480312,ENSG00000199933
miRNet-snc-2956,MIMAT0014992,hsa-mir-3129-5p,RNY1P7,100873806,ENSG00000207474
miRNet-snc-2957,MIMAT0014992,hsa-mir-3129-5p,RNY1P3,100873803,ENSG00000223158
miRNet-snc-2958,MIMAT0014992,hsa-mir-3129-5p,RNY1P5,100862667,ENSG00000206617
miRNet-snc-2959,MIMAT0014992,hsa-mir-3129-5p,RNY1P2,100862666,ENSG00000201690
miRNet-snc-2960,MIMAT0014992,hsa-mir-3129-5p,SNORD114-20,767598,ENSG00000202048
miRNet-snc-2961,MIMAT0014992,hsa-mir-3129-5p,RNY1P9,100874358,ENSG00000255156
miRNet-snc-2962,MIMAT0014992,hsa-mir-3129-5p,SCARNA23,677773,ENSG00000251869
miRNet-snc-2963,MIMAT0015007,hsa-mir-3139,RNA5-8SP5,100873335,ENSG00000202174
miRNet-snc-2964,MIMAT0015007,hsa-mir-3139,SNORA75,654321,ENSG00000206885
miRNet-snc-2965,MIMAT0015007,hsa-mir-3139,SNORA75B,109616994,ENSG00000206780
miRNet-snc-2966,MIMAT0015007,hsa-mir-3139,SNORA26,677810,ENSG00000212588
miRNet-snc-2967,MIMAT0015007,hsa-mir-3139,RNA5SP174,106478998,ENSG00000199572
miRNet-snc-2968,MIMAT0015007,hsa-mir-3139,RN7SL709P,106481116,ENSG00000241032
miRNet-snc-2969,MIMAT0015007,hsa-mir-3139,RN7SKP239,106480907,ENSG00000201684
miRNet-snc-2970,MIMAT0015007,hsa-mir-3139,RN7SL663P,106481103,ENSG00000266428
miRNet-snc-2971,MIMAT0015008,hsa-mir-3140-3p,SCARNA1,677774,ENSG00000252947
miRNet-snc-2972,MIMAT0015008,hsa-mir-3140-3p,RNA5SP88,100873321,ENSG00000202430
miRNet-snc-2973,MIMAT0015008,hsa-mir-3140-3p,RNU6-1016P,106480630,ENSG00000252498
miRNet-snc-2974,MIMAT0015008,hsa-mir-3140-3p,SNORA15,677803,ENSG00000207168
miRNet-snc-2975,MIMAT0015008,hsa-mir-3140-3p,SNORA15B-1,109616962,ENSG00000206785
miRNet-snc-2976,MIMAT0015008,hsa-mir-3140-3p,RNA5SP330,100873596,ENSG00000252905
miRNet-snc-2977,MIMAT0015008,hsa-mir-3140-3p,SNORD14C,85389,ENSG00000202252
miRNet-snc-2978,MIMAT0015008,hsa-mir-3140-3p,RNU6-70P,106478988,ENSG00000252247
miRNet-snc-2979,MIMAT0015008,hsa-mir-3140-3p,RNA5SP437,100873686,ENSG00000253058
miRNet-snc-2980,MIMAT0015008,hsa-mir-3140-3p,RNA5SP451,100873696,ENSG00000222520
miRNet-snc-2981,MIMAT0015008,hsa-mir-3140-3p,RNA5SP453,100873698,ENSG00000199373
miRNet-snc-2982,MIMAT0015008,hsa-mir-3140-3p,RN7SKP271,106480916,ENSG00000222460
miRNet-snc-2983,MIMAT0015011,hsa-mir-3142,RNU6-577P,106479822,ENSG00000252756
miRNet-snc-2984,MIMAT0015011,hsa-mir-3142,RN7SKP17,106479102,ENSG00000223174
miRNet-snc-2985,MIMAT0015011,hsa-mir-3142,SNORD1B,677849,ENSG00000199961
miRNet-snc-2986,MIMAT0015015,hsa-mir-3144-3p,SNORA75,654321,ENSG00000206885
miRNet-snc-2987,MIMAT0015015,hsa-mir-3144-3p,SNORA75B,109616994,ENSG00000206780
miRNet-snc-2988,MIMAT0015015,hsa-mir-3144-3p,RN7SKP193,106479181,ENSG00000201358
miRNet-snc-2989,MIMAT0015015,hsa-mir-3144-3p,RNU2-55P,106481961,ENSG00000223078
miRNet-snc-2990,MIMAT0015015,hsa-mir-3144-3p,RNU6-146P,106865372,ENSG00000207332
miRNet-snc-2991,MIMAT0015016,hsa-mir-3145-3p,SNORD89,692205,ENSG00000212283
miRNet-snc-2992,MIMAT0015016,hsa-mir-3145-3p,RN7SKP239,106480907,ENSG00000201684
miRNet-snc-2993,MIMAT0015016,hsa-mir-3145-3p,SNORA27,619499,ENSG00000207051
miRNet-snc-2994,MIMAT0015016,hsa-mir-3145-3p,RNA5SP508,100873559,ENSG00000223259
miRNet-snc-2995,MIMAT0015018,hsa-mir-3146,SNORA75,654321,ENSG00000206885
miRNet-snc-2996,MIMAT0015018,hsa-mir-3146,RNU6-907P,106480620,ENSG00000212226
miRNet-snc-2997,MIMAT0015018,hsa-mir-3146,RNU6-855P,106479944,ENSG00000222327
miRNet-snc-2998,MIMAT0015018,hsa-mir-3146,RNU2-23P,106481641,ENSG00000222477
miRNet-snc-2999,MIMAT0015018,hsa-mir-3146,RNU6-346P,106481768,ENSG00000252097
miRNet-snc-3000,MIMAT0015018,hsa-mir-3146,RNU6-222P,106479665,ENSG00000199308
miRNet-snc-3001,MIMAT0015018,hsa-mir-3146,RNU6-266P,106479684,ENSG00000201095
miRNet-snc-3002,MIMAT0015023,hsa-mir-3150a-3p,SNORA73B,26768,ENSG00000200087
miRNet-snc-3003,MIMAT0015023,hsa-mir-3150a-3p,RN7SKP237,106479200,ENSG00000201533
miRNet-snc-3004,MIMAT0015023,hsa-mir-3150a-3p,RN7SKP198,106479183,ENSG00000238324
miRNet-snc-3005,MIMAT0015023,hsa-mir-3150a-3p,RNU105C,26766,ENSG00000199212
miRNet-snc-3006,MIMAT0015023,hsa-mir-3150a-3p,SCARNA12,677777,ENSG00000238795
miRNet-snc-3007,MIMAT0015023,hsa-mir-3150a-3p,RN7SKP172,106480469,ENSG00000223273
miRNet-snc-3008,MIMAT0015023,hsa-mir-3150a-3p,SNORA49,677829,ENSG00000208892
miRNet-snc-3009,MIMAT0015023,hsa-mir-3150a-3p,RN7SKP10,100873873,ENSG00000201161
miRNet-snc-3010,MIMAT0015023,hsa-mir-3150a-3p,SCARNA21,677763,ENSG00000252835
miRNet-snc-3011,MIMAT0015023,hsa-mir-3150a-3p,RN7SKP33,106480843,ENSG00000222874
miRNet-snc-3012,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP44,100873283,ENSG00000222378
miRNet-snc-3013,MIMAT0018194,hsa-mir-3150b-3p,RNY1P13,106480310,ENSG00000201900
miRNet-snc-3014,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP87,100873320,ENSG00000206882
miRNet-snc-3015,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP93,100873326,ENSG00000199395
miRNet-snc-3016,MIMAT0018194,hsa-mir-3150b-3p,RN7SKP102,106481810,ENSG00000223118
miRNet-snc-3017,MIMAT0018194,hsa-mir-3150b-3p,SCARNA6,677772,ENSG00000251791
miRNet-snc-3018,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP206,106478999,ENSG00000252512
miRNet-snc-3019,MIMAT0018194,hsa-mir-3150b-3p,SNORA22,677807,ENSG00000206634
miRNet-snc-3020,MIMAT0018194,hsa-mir-3150b-3p,SNORA84,100124534,ENSG00000239183
miRNet-snc-3021,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP333,106480763,ENSG00000200336
miRNet-snc-3022,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP334,106865375,ENSG00000201695
miRNet-snc-3023,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP354,100873614,ENSG00000212549
miRNet-snc-3024,MIMAT0018194,hsa-mir-3150b-3p,RNA5SP382,100873637,ENSG00000200225
miRNet-snc-3025,MIMAT0018194,hsa-mir-3150b-3p,SNORA64,26784,ENSG00000207405
miRNet-snc-3026,MIMAT0018194,hsa-mir-3150b-3p,RN7SKP180,106480888,ENSG00000200783
miRNet-snc-3027,MIMAT0015037,hsa-mir-3163,RNU2-15P,106866980,ENSG00000222624
miRNet-snc-3028,MIMAT0015037,hsa-mir-3163,RNU6-1298P,106481590,ENSG00000199326
miRNet-snc-3029,MIMAT0015037,hsa-mir-3163,SNORD63,26785,ENSG00000206989
miRNet-snc-3030,MIMAT0015037,hsa-mir-3163,RNA5SP225,100873484,ENSG00000222806
miRNet-snc-3031,MIMAT0015037,hsa-mir-3163,SNORD93,692210,ENSG00000221740
miRNet-snc-3032,MIMAT0015037,hsa-mir-3163,SNORD54,26795,ENSG00000238650
miRNet-snc-3033,MIMAT0015037,hsa-mir-3163,RNA5SP352,100873612,ENSG00000200278
miRNet-snc-3034,MIMAT0015037,hsa-mir-3163,SNORD59A,26789,ENSG00000207031
miRNet-snc-3035,MIMAT0015037,hsa-mir-3163,SNORD127,100113389,ENSG00000239043
miRNet-snc-3036,MIMAT0015037,hsa-mir-3163,RNU6-1339P,106481603,ENSG00000200444
miRNet-snc-3037,MIMAT0015038,hsa-mir-3164,RNA5SP122,100873392,ENSG00000207186
miRNet-snc-3038,MIMAT0015038,hsa-mir-3164,RN7SKP74,106479127,ENSG00000199719
miRNet-snc-3039,MIMAT0015038,hsa-mir-3164,RN7SL702P,106481114,ENSG00000243980
miRNet-snc-3040,MIMAT0015042,hsa-mir-3167,SNORA55,677834,ENSG00000201457
miRNet-snc-3041,MIMAT0015042,hsa-mir-3167,RN7SL635P,106479454,ENSG00000243029
miRNet-snc-3042,MIMAT0015042,hsa-mir-3167,RNA5SP125,100873395,ENSG00000201713
miRNet-snc-3043,MIMAT0015042,hsa-mir-3167,SNORD95,619570,ENSG00000264549
miRNet-snc-3044,MIMAT0015046,hsa-mir-3171,RNU2-39P,106480214,ENSG00000222536
miRNet-snc-3045,MIMAT0015046,hsa-mir-3171,RNA5SP141,100873408,ENSG00000201413
miRNet-snc-3046,MIMAT0015046,hsa-mir-3171,RN7SKP124,106480871,ENSG00000201600
miRNet-snc-3047,MIMAT0015046,hsa-mir-3171,RNU2-49P,106480219,ENSG00000222598
miRNet-snc-3048,MIMAT0015046,hsa-mir-3171,RNU2-8P,106480200,ENSG00000222659
miRNet-snc-3049,MIMAT0015046,hsa-mir-3171,RNA5SP345,100873607,ENSG00000222578
miRNet-snc-3050,MIMAT0015046,hsa-mir-3171,RNU2-3P,26854,ENSG00000222076
miRNet-snc-3051,MIMAT0015046,hsa-mir-3171,RNU2-52P,107080629,ENSG00000222612
miRNet-snc-3052,MIMAT0015046,hsa-mir-3171,SNORD12C,26765,ENSG00000209042
miRNet-snc-3053,MIMAT0015046,hsa-mir-3171,RNU2-68P,106481962,ENSG00000222810
